,Event.Id,Aircraft.Category,Amateur.Built,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Date,Location,Country,Weather.Condition,Incident.Severity,State,Year,Region,Number.of.Passengers,Aircraft.Size
66750,20090712X93925,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2009-07-10,"Hertford, NC",United States,Vmc,1,NC,2009,South,1.0,Personal
66751,20090712X94532,Airplane,No,Turbo Fan,0.0,2.0,2.0,149.0,2009-07-10,"Fort Myers, FL",United States,Vmc,0,FL,2009,South,153.0,Large
66765,20090724X34459,Airplane,No,Turbo Fan,0.0,0.0,1.0,83.0,2009-07-11,"Indianapolis, IN",United States,Imc,0,IN,2009,Midwest,84.0,Medium
66845,20090728X63439,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2009-07-23,"Bismarck, ND",United States,Vmc,0,ND,2009,Midwest,3.0,Personal
66875,20090728X71721,Airplane,No,Turbo Fan,0.0,1.0,1.0,85.0,2009-07-27,"Norfolk, VA",United States,Vmc,0,VA,2009,South,87.0,Medium
66887,20090730X73703,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2009-07-29,"Dundee, MS",United States,Vmc,0,MS,2009,South,1.0,Personal
66897,20090731X04043,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2009-07-31,"Minter City, MS",United States,Vmc,0,MS,2009,South,1.0,Personal
66900,20090731X35715,Airplane,No,Turbo Fan,0.0,0.0,0.0,8.0,2009-07-31,"Sugar Land, TX",United States,Vmc,0,TX,2009,South,8.0,Personal
66908,20090925X65328,Airplane,No,Turbo Prop,0.0,0.0,0.0,33.0,2009-07-31,"Traverse City, MI",United States,Vmc,0,MI,2009,Midwest,33.0,Small
66912,20090803X05217,Airplane,No,Turbo Prop,1.0,0.0,0.0,6.0,2009-08-01,"West Point, VA",United States,Vmc,1,VA,2009,South,7.0,Personal
66936,20090805X42956,Airplane,No,Turbo Fan,0.0,1.0,1.0,25.0,2009-08-04,"Louisville, KY",United States,Imc,0,KY,2009,South,27.0,Small
66941,20090807X03345,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-08-04,"Waterloo, IA",United States,Vmc,0,IA,2009,Midwest,1.0,Personal
66949,20090806X21108,Airplane,No,Turbo Prop,0.0,0.0,1.0,32.0,2009-08-06,"Fayetteville, NC",United States,Vmc,0,NC,2009,South,33.0,Small
66987,20090825X24948,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2009-08-10,"Donalsonville, GA",United States,Vmc,0,GA,2009,South,1.0,Personal
67011,20090817X44734,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2009-08-15,"Corning, IA",United States,Vmc,1,IA,2009,Midwest,1.0,Personal
67014,20090817X30959,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-08-16,"Worthington, MN",United States,Vmc,0,MN,2009,Midwest,1.0,Personal
67026,20090818X64821,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2009-08-17,"Wenatchee, WA",United States,Vmc,0,WA,2009,West,4.0,Personal
67027,20090819X20305,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-08-17,"Whittemore, IA",United States,Vmc,0,IA,2009,Midwest,1.0,Personal
67031,20090820X03706,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-08-18,"Audubon, IA",United States,Vmc,0,IA,2009,Midwest,1.0,Personal
67036,20090820X10204,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2009-08-20,"Austin, NV",United States,Vmc,1,NV,2009,West,1.0,Personal
67053,20090825X21002,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2009-08-22,"East Grand Forks, MN",United States,Vmc,0,MN,2009,Midwest,1.0,Personal
67055,20090924X21103,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2009-08-22,"New Miner, WI",United States,Vmc,0,WI,2009,Midwest,1.0,Personal
67065,20090825X64630,Airplane,No,Turbo Fan,0.0,0.0,0.0,8.0,2009-08-23,"Kremmling, CO",United States,Vmc,0,CO,2009,West,8.0,Personal
67088,20090828X61756,Airplane,No,Turbo Jet,0.0,0.0,1.0,85.0,2009-08-27,"Inverness, FL",United States,Imc,0,FL,2009,South,86.0,Medium
67102,20090831X41405,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-08-29,"Ann Arbor, MI",United States,Vmc,0,MI,2009,Midwest,1.0,Personal
67169,20090909X43936,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-09-08,"Kimball, NE",United States,Vmc,0,NE,2009,Midwest,1.0,Personal
67171,20090909X82446,Airplane,No,Turbo Fan,0.0,0.0,0.0,142.0,2009-09-08,"Los Angeles, CA",United States,Vmc,0,CA,2009,West,142.0,Large
67200,20090915X12034,Airplane,No,Turbo Prop,0.0,0.0,0.0,6.0,2009-09-15,"Sheffield, MA",United States,Vmc,0,MA,2009,Northeast,6.0,Personal
67205,20090916X72942,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-09-16,"Hayward, CA",United States,Vmc,0,CA,2009,West,1.0,Personal
67215,20090918X00417,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2009-09-18,"Savoonga, AK",United States,Vmc,0,AK,2009,West,2.0,Personal
67264,20090928X33626,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-09-26,"Skwentna, AK",United States,Vmc,0,AK,2009,West,1.0,Personal
67270,20090929X61856,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2009-09-27,"Vineyard Haven, MA",United States,Imc,0,MA,2009,Northeast,4.0,Personal
67313,20091006X65657,Airplane,No,Turbo Prop,0.0,0.0,4.0,0.0,2009-10-06,"Aurora, TX",United States,Vmc,0,TX,2009,South,4.0,Personal
67349,20091019X45931,Airplane,No,Turbo Prop,0.0,0.0,0.0,7.0,2009-10-15,"Molokai, HI",United States,Vmc,0,HI,2009,West,7.0,Personal
67363,20091019X32954,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2009-10-18,"Rifle, CO",United States,Vmc,0,CO,2009,West,1.0,Personal
67366,20091020X05636,Airplane,No,Turbo Fan,0.0,0.0,0.0,194.0,2009-10-19,"Atlanta Hartsfield Intl. Apt. (KATL), GA",United States,Vmc,0,GA,2009,South,194.0,Large
67378,20091029X63056,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-10-21,"Cedar City, UT",United States,Vmc,0,UT,2009,West,1.0,Personal
67400,20091026X72148,Airplane,No,Turbo Prop,4.0,0.0,0.0,0.0,2009-10-26,"Benavides, TX",United States,Imc,1,TX,2009,South,4.0,Personal
67402,20091030X64143,Airplane,No,Turbo Fan,0.0,1.0,1.0,120.0,2009-10-26,"Pleasant Grove, NC",United States,Vmc,0,NC,2009,South,122.0,Large
67408,20091029X02444,Airplane,No,Turbo Jet,0.0,0.0,1.0,11.0,2009-10-27,"Atlanta, GA",United States,Imc,0,GA,2009,South,12.0,Small
67431,20091102X82140,Airplane,No,Turbo Jet,0.0,0.0,0.0,70.0,2009-11-02,"Phoenix, AZ",United States,Vmc,0,AZ,2009,West,70.0,Medium
67437,20091104X23538,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2009-11-04,"Show Low, AZ",United States,Vmc,0,AZ,2009,West,1.0,Personal
67465,20091109X60452,Airplane,No,Turbo Prop,0.0,0.0,3.0,0.0,2009-11-09,"Greer, SC",United States,Vmc,0,SC,2009,South,3.0,Personal
67486,20091117X55556,Airplane,No,Turbo Fan,0.0,0.0,0.0,130.0,2009-11-15,"Kansas City, MO",United States,Vmc,0,MO,2009,Midwest,130.0,Large
67498,20091124X94107,Airplane,No,Turbo Fan,0.0,1.0,1.0,198.0,2009-11-19,"New Market, WV",United States,Imc,0,WV,2009,South,200.0,Large
67538,20091210X11359,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2009-12-03,"Rome, NY",United States,Vmc,0,NY,2009,Northeast,1.0,Personal
67540,20091204X30446,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2009-12-04,"Harrison, MI",United States,Vmc,1,MI,2009,Midwest,1.0,Personal
67549,20091207X51809,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2009-12-07,"Mendoza, TX",United States,Imc,1,TX,2009,South,2.0,Personal
67564,20091215X64622,Airplane,No,Turbo Prop,0.0,0.0,0.0,7.0,2009-12-11,"St. Louis, MO",United States,Vmc,0,MO,2009,Midwest,7.0,Personal
67571,20091214X94945,Airplane,No,Turbo Prop,0.0,2.0,0.0,0.0,2009-12-14,"Truckee, CA",United States,Imc,0,CA,2009,West,2.0,Personal
67583,20091223X50505,Airplane,No,Turbo Fan,0.0,1.0,0.0,3.0,2009-12-18,"Dallas, TX",United States,Vmc,0,TX,2009,South,4.0,Personal
67601,20091228X15816,Airplane,No,Turbo Prop,0.0,0.0,0.0,45.0,2009-12-26,"Dallas, TX",United States,Vmc,0,TX,2009,South,45.0,Small
67612,20100103X60452,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2010-01-02,"Somerset, KY",United States,Vmc,0,KY,2010,South,3.0,Personal
67622,20100105X11839,Airplane,No,Turbo Fan,2.0,0.0,0.0,0.0,2010-01-05,"Prospect Heights, IL",United States,Vmc,1,IL,2010,Midwest,2.0,Personal
67629,20100106X55618,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-01-06,"Kearney, NE",United States,Imc,0,NE,2010,Midwest,1.0,Personal
67643,20100112X10853,Airplane,No,Turbo Jet,0.0,3.0,0.0,50.0,2010-01-10,"Newark, NJ",United States,Vmc,0,NJ,2010,Northeast,53.0,Medium
67665,20100118X55330,Airplane,No,Turbo Prop,4.0,0.0,0.0,0.0,2010-01-18,"Elyria, OH",United States,Imc,1,OH,2010,Midwest,4.0,Personal
67672,20100121X11234,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2010-01-19,"Sioux City, IA",United States,Imc,0,IA,2010,Midwest,4.0,Personal
67673,20100121X82958,Airplane,No,Turbo Fan,0.0,0.0,0.0,34.0,2010-01-19,"Charleston, WV",United States,Vmc,0,WV,2010,South,34.0,Small
67682,20100125X41838,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2010-01-22,"Sand Point, AK",United States,Vmc,1,AK,2010,West,2.0,Personal
67691,20100204X61041,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2010-01-26,"Memphis, TN",United States,Vmc,0,TN,2010,South,2.0,Personal
67713,20100209X10033,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2010-02-04,"Columbia, MO",United States,Vmc,0,MO,2010,Midwest,2.0,Personal
67714,20100212X25909,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2010-02-04,"Amarillo, TX",United States,Imc,0,TX,2010,South,4.0,Personal
67738,20100212X05854,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2010-02-12,"Forest City, IA",United States,Vmc,1,IA,2010,Midwest,1.0,Personal
67740,20100414X22829,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2010-02-13,"Eagle, CO",United States,Vmc,0,CO,2010,West,2.0,Personal
67742,20100216X20235,Airplane,No,Turbo Fan,0.0,1.0,1.0,83.0,2010-02-13,"Santa Clarita, CA",United States,Vmc,0,CA,2010,West,85.0,Medium
67750,20100216X34257,Airplane,No,Turbo Prop,0.0,0.0,0.0,31.0,2010-02-16,"Los Angeles, CA",United States,Vmc,0,CA,2010,West,31.0,Small
67753,20100217X81849,Airplane,No,Turbo Jet,0.0,0.0,0.0,1.0,2010-02-17,"Imperial, CA",United States,Vmc,0,CA,2010,West,1.0,Personal
67755,20100223X45456,Airplane,No,Turbo Prop,0.0,0.0,0.0,8.0,2010-02-17,"Kwigillingok, AK",United States,Vmc,0,AK,2010,West,8.0,Personal
67762,20100219X33356,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-02-19,"Sacramento, CA",United States,Vmc,0,CA,2010,West,1.0,Personal
67783,20100309X14157,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2010-02-24,"Wheeling, IL",United States,Vmc,0,IL,2010,Midwest,2.0,Personal
67800,20100302X80100,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-03-01,"Gaithersburg, MD",United States,Vmc,0,MD,2010,South,1.0,Personal
67801,20100302X85127,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-03-01,"Greensboro, NC",United States,Vmc,0,NC,2010,South,1.0,Personal
67804,20100309X41006,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2010-03-02,"DeKalb, IL",United States,Vmc,0,IL,2010,Midwest,2.0,Personal
67841,20100310X51115,Airplane,No,Turbo Jet,0.0,0.0,0.0,5.0,2010-03-10,"Farmingdale, NY",United States,Vmc,0,NY,2010,Northeast,5.0,Personal
67850,20100312X84023,Airplane,No,Turbo Fan,0.0,2.0,1.0,114.0,2010-03-11,"Titusville, FL",United States,Vmc,0,FL,2010,South,117.0,Large
67853,20100315X12046,Airplane,No,Turbo Fan,0.0,0.0,0.0,45.0,2010-03-13,"Chicago, IL",United States,Vmc,0,IL,2010,Midwest,45.0,Small
67889,20100317X00948,Airplane,No,Turbo Prop,0.0,0.0,0.0,0.0,2010-03-20,"Phoenix, AZ",United States,Vmc,0,AZ,2010,West,0.0,Personal
67956,20100404X92336,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2010-04-03,"Princeton, KY",United States,Vmc,0,KY,2010,South,1.0,Personal
67958,20100405X40816,Airplane,No,Turbo Fan,0.0,0.0,1.0,29.0,2010-04-03,"Runnells, IA",United States,Vmc,0,IA,2010,Midwest,30.0,Small
67978,20100423X01145,Airplane,No,Turbo Prop,0.0,0.0,1.0,30.0,2010-04-06,"Bradley, IL",United States,Imc,0,IL,2010,Midwest,31.0,Small
67993,20100413X53425,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-04-08,"Forest City, MO",United States,Vmc,0,MO,2010,Midwest,1.0,Personal
67994,20100409X62019,Airplane,No,Turbo Fan,0.0,0.0,0.0,6.0,2010-04-09,"Seattle, WA",United States,Imc,0,WA,2010,West,6.0,Personal
67998,20100410X34740,Airplane,No,Turbo Fan,0.0,0.0,0.0,109.0,2010-04-10,"Los Angeles, CA",United States,Vmc,0,CA,2010,West,109.0,Large
68034,20100423X01836,Airplane,No,Turbo Fan,0.0,0.0,0.0,70.0,2010-04-18,"Kansas City, MO",United States,Vmc,0,MO,2010,Midwest,70.0,Medium
68047,20100422X93549,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-04-21,"Alpine, TX",United States,Vmc,0,TX,2010,South,1.0,Personal
68052,20100510X84105,Airplane,No,Turbo Jet,0.0,0.0,0.0,0.0,2010-04-22,"Chicago, IL",United States,Vmc,0,IL,2010,Midwest,0.0,Personal
68054,20100423X81247,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-04-23,"Madera, CA",United States,Vmc,0,CA,2010,West,1.0,Personal
68081,20100503X92217,Airplane,No,Turbo Fan,0.0,0.0,0.0,140.0,2010-04-28,"Houston, TX",United States,Vmc,0,TX,2010,South,140.0,Large
68085,20100512X62223,Airplane,No,Turbo Fan,0.0,0.0,0.0,0.0,2010-04-29,"Burbank, CA",United States,Vmc,0,CA,2010,West,0.0,Personal
68099,20100503X93719,Airplane,No,Turbo Prop,2.0,0.0,0.0,0.0,2010-05-03,"New Albany, IN",United States,Imc,1,IN,2010,Midwest,2.0,Personal
68100,20100504X23052,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2010-05-03,"DeWitt, AR",United States,Vmc,1,AR,2010,South,1.0,Personal
68101,20100504X92348,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-05-03,"Yuba City, CA",United States,Vmc,0,CA,2010,West,1.0,Personal
68169,20100520X02527,Airplane,No,Turbo Fan,0.0,0.0,0.0,3.0,2010-05-17,"Miami, FL",United States,Vmc,0,FL,2010,South,3.0,Personal
68176,20100521X90218,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2010-05-19,"West Memphis, AR",United States,Vmc,0,AR,2010,South,2.0,Personal
68179,20100521X40711,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-05-20,"D'Hanis, TX",United States,Vmc,0,TX,2010,South,1.0,Personal
68183,20100521X04119,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2010-05-21,"Cambridge, NY",United States,Vmc,0,NY,2010,Northeast,2.0,Personal
68187,20100522X12447,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2010-05-21,"Robbins, CA",United States,Vmc,0,CA,2010,West,1.0,Personal
68188,20100525X02508,Airplane,No,Turbo Jet,0.0,0.0,0.0,140.0,2010-05-21,"Anchorage, AK",United States,Vmc,0,AK,2010,West,140.0,Large
68189,20100525X03420,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-05-21,"Roe, AR",United States,Vmc,0,AR,2010,South,1.0,Personal
68199,20100523X62317,Airplane,No,Turbo Fan,0.0,0.0,0.0,27.0,2010-05-23,"Ontario, CA",United States,Vmc,0,CA,2010,West,27.0,Small
68201,20100524X75523,Airplane,No,Turbo Prop,0.0,0.0,0.0,5.0,2010-05-23,"Lost Hills, CA",United States,Vmc,0,CA,2010,West,5.0,Personal
68221,20100528X53942,Airplane,No,Turbo Fan,0.0,0.0,0.0,4.0,2010-05-28,"White Plains, NY",United States,Vmc,0,NY,2010,Northeast,4.0,Personal
68275,20100607X40152,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2010-06-03,"Fort Worth, TX",United States,Vmc,0,TX,2010,South,2.0,Personal
68277,20100604X01622,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-06-04,"Pollard, AR",United States,Vmc,0,AR,2010,South,1.0,Personal
68287,20100606X02721,Airplane,No,Turbo Fan,0.0,0.0,0.0,454.0,2010-06-05,"Charlotte, NC",United States,Vmc,0,NC,2010,South,454.0,Jumbo
68303,20100609X61554,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2010-06-07,"Knobel, AR",United States,Vmc,1,AR,2010,South,1.0,Personal
68318,20100613X80044,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-06-10,"Alcolu, SC",United States,Vmc,0,SC,2010,South,1.0,Personal
68325,20100613X25715,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2010-06-12,"Denver, CO",United States,Imc,0,CO,2010,West,2.0,Personal
68344,20100629X93749,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2010-06-14,"Penrose, AR",United States,Vmc,0,AR,2010,South,1.0,Personal
68378,20100625X11319,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-06-19,"Virden, IL",United States,Vmc,0,IL,2010,Midwest,1.0,Personal
68379,20100714X63624,Airplane,No,Turbo Fan,0.0,0.0,0.0,5.0,2010-06-19,"New York, NY",United States,Vmc,0,NY,2010,Northeast,5.0,Personal
68386,20100621X64226,Airplane,No,Turbo Fan,0.0,0.0,0.0,6.0,2010-06-21,"Storm Lake, IA",United States,Vmc,0,IA,2010,Midwest,6.0,Personal
68443,20100701X93344,Airplane,No,Turbo Fan,0.0,3.0,2.0,40.0,2010-06-28,"Pioneer, LA",United States,Imc,0,LA,2010,South,45.0,Small
68495,20100708X82843,Airplane,No,Turbo Jet,0.0,1.0,0.0,0.0,2010-07-08,"Fallon, NV",United States,Vmc,0,NV,2010,West,1.0,Personal
68515,20100713X40659,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-07-11,"Lake Village, AR",United States,Vmc,0,AR,2010,South,1.0,Personal
68527,20100715X63552,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-07-13,"Independence, IA",United States,Vmc,0,IA,2010,Midwest,1.0,Personal
68531,20100714X15637,Airplane,No,Turbo Prop,3.0,0.0,0.0,0.0,2010-07-14,"Tolar, TX",United States,Vmc,1,TX,2010,South,3.0,Personal
68579,20100726X05405,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-07-21,"Prescott, WA",United States,Vmc,0,WA,2010,West,1.0,Personal
68581,20100722X52126,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2010-07-22,"McCook, NE",United States,Vmc,0,NE,2010,Midwest,1.0,Personal
68584,20100723X51251,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-07-22,"Alexandria, LA",United States,Vmc,0,LA,2010,South,1.0,Personal
68591,20100726X81223,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-07-23,"Whittemore, IA",United States,Vmc,0,IA,2010,Midwest,1.0,Personal
68608,20100726X53555,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2010-07-25,"Yates City, IL",United States,Vmc,0,IL,2010,Midwest,1.0,Personal
68615,20100729X10458,Airplane,No,Turbo Fan,0.0,0.0,0.0,6.0,2010-07-27,"New York, NY",United States,Vmc,0,NY,2010,Northeast,6.0,Personal
68622,20100728X70427,Airplane,No,Turbo Fan,0.0,0.0,2.0,0.0,2010-07-27,"Oshkosh, WI",United States,Vmc,0,WI,2010,Midwest,2.0,Personal
68632,20100730X21508,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2010-07-28,"Zwingle, IA",United States,Vmc,0,IA,2010,Midwest,1.0,Personal
68639,20100730X82457,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2010-07-29,"Canton, MS",United States,Vmc,1,MS,2010,South,1.0,Personal
68682,20100806X53016,Airplane,No,Turbo Fan,0.0,6.0,0.0,184.0,2010-08-04,"Chicago, IL",United States,Vmc,0,IL,2010,Midwest,190.0,Large
68683,20100806X84252,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-08-04,"Donalsonville, GA",United States,Vmc,0,GA,2010,South,1.0,Personal
68691,20100806X00925,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2010-08-06,"Meridian, CA",United States,Vmc,0,CA,2010,West,1.0,Personal
68700,20100808X54251,Airplane,No,Turbo Prop,1.0,0.0,0.0,0.0,2010-08-08,"Lindsay, NE",United States,Vmc,1,NE,2010,Midwest,1.0,Personal
68702,20100809X30243,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2010-08-08,"Naples, ME",United States,Vmc,0,ME,2010,Northeast,2.0,Personal
68712,20100809X75512,Airplane,No,Turbo Jet,0.0,0.0,1.0,73.0,2010-08-09,"Summit, MS",United States,Vmc,0,MS,2010,South,74.0,Medium
68717,20100810X62027,Airplane,No,Turbo Prop,5.0,0.0,4.0,0.0,2010-08-09,"Aleknagik, AK",United States,Vmc,1,AK,2010,West,9.0,Personal
68722,20100811X20501,Airplane,No,Turbo Fan,0.0,0.0,0.0,50.0,2010-08-10,"Salt Lake City, UT",United States,Vmc,0,UT,2010,West,50.0,Small
68831,20100827X20401,Airplane,No,Turbo Fan,0.0,7.0,0.0,84.0,2010-08-26,"Sacramento, CA",United States,Vmc,0,CA,2010,West,91.0,Medium
68832,20100827X32350,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-08-26,"Castroville, TX",United States,Vmc,0,TX,2010,South,1.0,Personal
68844,20100831X13025,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-08-27,"Basile, LA",United States,Vmc,0,LA,2010,South,1.0,Personal
68846,20100828X61958,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-08-28,"Pompano Beach, FL",United States,Vmc,0,FL,2010,South,1.0,Personal
68867,20100831X32952,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2010-08-31,"Ligurta, AZ",United States,Vmc,0,AZ,2010,West,1.0,Personal
68881,20100902X30332,Airplane,No,Turbo Prop,0.0,1.0,0.0,0.0,2010-09-02,"Murtaugh, ID",United States,Vmc,0,ID,2010,West,1.0,Personal
68900,20100908X20427,Airplane,No,Turbo Fan,0.0,0.0,0.0,133.0,2010-09-04,"Los Angeles, CA",United States,Vmc,0,CA,2010,West,133.0,Large
68906,20100916X80055,Airplane,No,Turbo Prop,0.0,0.0,0.0,4.0,2010-09-05,"Colorado Springs, CO",United States,Vmc,0,CO,2010,West,4.0,Personal
68929,20100910X70057,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-09-10,"Doerun, GA",United States,Vmc,0,GA,2010,South,1.0,Personal
68931,20100912X91459,Airplane,No,Turbo Fan,0.0,0.0,0.0,2.0,2010-09-10,"Brenham, TX",United States,Vmc,0,TX,2010,South,2.0,Personal
68945,20100914X51417,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2010-09-12,"Clearwater, FL",United States,Vmc,0,FL,2010,South,2.0,Personal
68963,20100916X50512,Airplane,No,Turbo Fan,0.0,0.0,0.0,190.0,2010-09-16,"Minneapolis, MN",United States,Imc,0,MN,2010,Midwest,190.0,Large
68998,20100923X20218,Airplane,No,Turbo Prop,0.0,0.0,1.0,0.0,2010-09-21,"Blessing, TX",United States,Vmc,0,TX,2010,South,1.0,Personal
69035,20100928X12406,Airplane,No,Turbo Jet,0.0,0.0,0.0,4.0,2010-09-26,"John F. Kennedy International Airport, NY",United States,Vmc,0,NY,2010,Northeast,4.0,Personal
69040,20100930X00358,Airplane,No,Turbo Jet,0.0,0.0,0.0,39.0,2010-09-28,"Milwaukee, WI",United States,Vmc,0,WI,2010,Midwest,39.0,Small
69046,20101004X85003,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-09-29,"Idaho Falls, ID",United States,Vmc,0,ID,2010,West,1.0,Personal
69051,20101001X13012,Airplane,No,Turbo Prop,0.0,0.0,0.0,5.0,2010-09-30,"Spokane, WA",United States,Vmc,0,WA,2010,West,5.0,Personal
69054,20101001X13003,Airplane,No,Turbo Jet,0.0,7.0,0.0,0.0,2010-10-01,"Manteo, NC",United States,Imc,0,NC,2010,South,7.0,Personal
69055,20101004X11133,Airplane,No,Turbo Fan,0.0,0.0,0.0,11.0,2010-10-01,"Teterboro, NJ",United States,Imc,0,NJ,2010,Northeast,11.0,Small
69063,20101007X11802,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-10-01,"Edison, GA",United States,Vmc,0,GA,2010,South,1.0,Personal
69078,20101006X00507,Airplane,No,Turbo Fan,0.0,0.0,1.0,52.0,2010-10-04,"New York, NY",United States,Vmc,0,NY,2010,Northeast,53.0,Medium
69137,20101018X04220,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2010-10-18,"Fort Lauderdale, FL",United States,Vmc,0,FL,2010,South,2.0,Personal
69139,20101019X33258,Airplane,No,Turbo Fan,0.0,0.0,0.0,53.0,2010-10-18,"Phoenix, AZ",United States,Vmc,0,AZ,2010,West,53.0,Medium
69140,20101019X50439,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2010-10-18,"Sitka, AK",United States,Vmc,0,AK,2010,West,3.0,Personal
69141,20101019X71234,Airplane,No,Turbo Prop,0.0,0.0,0.0,5.0,2010-10-18,"Palestine, TX",United States,Vmc,0,TX,2010,South,5.0,Personal
69156,20101022X05459,Airplane,No,Turbo Prop,0.0,0.0,0.0,2.0,2010-10-21,"Fort Hunter Liggett, CA",United States,Vmc,0,CA,2010,West,2.0,Personal
69158,20101213X72530,Airplane,No,Turbo Prop,0.0,0.0,0.0,1.0,2010-10-21,"Olathe, KS",United States,Vmc,0,KS,2010,Midwest,1.0,Personal
69181,20101030X52655,Airplane,No,Turbo Prop,0.0,0.0,0.0,3.0,2010-10-29,"Port Mansfield, TX",United States,Vmc,0,TX,2010,South,3.0,Personal
